Location,Date of Accident,Time of Accident,Accident Severity,Collision Type,Cause of Accident,Number of Vehicles,Vehicle Types,Driver Age Group,Number of Fatalities,Number of Injuries,Property Damage Level,location_standardized,location_name,formatted_address,latitude,longitude
Duplication Road Bambalapitiya,2024-07-05,11:55,Serious Injury,Motorcycle Collision,Pedestrian Negligence,3,Motorcycle; Three Wheeler; Van,36-45,0,3,High,"Duplication Road Bambalapitiya, Colombo, Sri Lanka","Duplication Road Bambalapitiya, Colombo, Sri Lanka","450 E R. A. De Mel Mawatha, Colombo 00200, Sri Lanka",6.9024028,79.8545389
Liberty Plaza Area,2024-01-23,17:35,Minor Injury,Multi-vehicle Collision,Overspeeding,4,Lorry; Motorcycle; Bicycle; Bus,18-25,0,4,Low,"Liberty Plaza Area, Colombo, Sri Lanka","Liberty Plaza Area, Colombo, Sri Lanka","300 Srimath Anagarika Dharmapala Mawatha, Colombo 00300, Sri Lanka",6.9118996,79.85130869999999
Mattakkuliya Junction,2022-04-08,08:57,Minor Injury,Pedestrian Collision,Overspeeding,1,Motorcycle,18-25,0,2,Low,"Mattakkuliya Junction, Colombo, Sri Lanka","Mattakkuliya Junction, Colombo, Sri Lanka","Mattakkuliya Brg, Colombo, Sri Lanka",6.9805611,79.875318
Dematagoda Junction,2024-06-18,14:18,Serious Injury,Single Vehicle Crash,Overspeeding,1,Three Wheeler,18-25,0,6,High,"Dematagoda Junction, Colombo, Sri Lanka","Dematagoda Junction, Colombo, Sri Lanka","Dematagoda Pl, Colombo, Sri Lanka",6.9293231,79.8764195
Bambalapitiya Junction,2024-01-20,18:33,Minor Injury,Motorcycle Collision,Driver Negligence,2,Motorcycle; Lorry,36-45,0,2,Moderate,"Bambalapitiya Junction, Colombo, Sri Lanka","Bambalapitiya Junction, Colombo, Sri Lanka","Bambalapitiya, Colombo 00500, Sri Lanka",6.8894192,79.8575468
Fort Railway Station Area,2024-03-20,21:48,Serious Injury,Single Vehicle Crash,Distracted Driving,1,Three Wheeler,18-25,0,2,High,"Fort Railway Station Area, Colombo, Sri Lanka","Fort Railway Station Area, Colombo, Sri Lanka","Fort Railway station, Colombo, Sri Lanka",6.9337011,79.85003019999999
Colombo Fort Bus Stand Area,2024-02-13,03:49,Serious Injury,Rear-end Collision,Failure to Yield,3,Three Wheeler; Motorcycle; Car,18-25,0,6,High,"Colombo Fort Bus Stand Area, Colombo, Sri Lanka","Colombo Fort Bus Stand Area, Colombo, Sri Lanka","WVM4+6G8 Bastian Mawatha Bus Station, Olcott Mawatha, Colombo, Sri Lanka",6.932847,79.856589
Justice Akbar Mawatha Slave Island,2024-07-10,00:11,Minor Injury,Rear-end Collision,Poor Visibility,2,Car; Three Wheeler,18-25,0,4,Low,"Justice Akbar Mawatha Slave Island, Colombo, Sri Lanka","Justice Akbar Mawatha Slave Island, Colombo, Sri Lanka","Justice Akbar Mawatha, Colombo, Sri Lanka",6.9238481,79.8503668
"Junction of Kolonnawa Road and Wellampitiya Road, Wellampitiya",2025-01-10,22:22,Fatal,Pedestrian Collision,Overspeeding,2,Three Wheeler; Car,18-25,1,1,Moderate,"Junction of Kolonnawa Road and Wellampitiya Road, Wellampitiya, Colombo, Sri Lanka","Junction of Kolonnawa Road and Wellampitiya Road, Wellampitiya, Colombo, Sri Lanka","Kolonnawa Rd, Sri Lanka",6.9324687,79.8915123
Modara Junction,2024-07-27,19:45,Serious Injury,Pedestrian Collision,Reckless Driving,1,Lorry,46-55,0,3,High,"Modara Junction, Colombo, Sri Lanka","Modara Junction, Colombo, Sri Lanka","Modara, Colombo, Sri Lanka",6.9669247,79.8711533
Marine Drive Kollupitiya,2023-04-11,09:56,Minor Injury,Single Vehicle Crash,Overspeeding,1,Van,26-35,0,1,High,"Marine Drive Kollupitiya, Colombo, Sri Lanka","Marine Drive Kollupitiya, Colombo, Sri Lanka","Marine Drive, Colombo, Sri Lanka",6.9061405,79.8497258
Slave Island Junction,2022-04-06,09:28,Minor Injury,Single Vehicle Crash,Driver Negligence,1,Bus,56+,0,3,High,"Slave Island Junction, Colombo, Sri Lanka","Slave Island Junction, Colombo, Sri Lanka","Kompannavidiya Flyover, Colombo, Sri Lanka",6.9266493,79.8483123
Pettah Clock Tower Area,2025-07-14,08:24,Serious Injury,Side-impact Collision,Driver Negligence,2,Three Wheeler; Bus,56+,0,2,Moderate,"Pettah Clock Tower Area, Colombo, Sri Lanka","Pettah Clock Tower Area, Colombo, Sri Lanka","Pettah, Colombo, Sri Lanka",6.9367858,79.8525385
Sea Street Kotahena,2022-12-11,10:53,Minor Injury,Head-on Collision,Unsafe Lane Change,1,Three Wheeler,36-45,0,2,Moderate,"Sea Street Kotahena, Colombo, Sri Lanka","Sea Street Kotahena, Colombo, Sri Lanka","Sea St, Colombo 01300, Sri Lanka",6.9418464,79.8542501
Havelock Place Area,2025-12-24,03:35,Minor Injury,Rear-end Collision,Distracted Driving,1,Three Wheeler,26-35,0,3,Low,"Havelock Place Area, Colombo, Sri Lanka","Havelock Place Area, Colombo, Sri Lanka","Havelock Pl, Colombo 00500, Sri Lanka",6.8854515,79.8658603
Nawala Junction,2022-10-17,08:35,Minor Injury,Rear-end Collision,Driver Negligence,2,Van; Three Wheeler,18-25,0,2,Moderate,"Nawala Junction, Colombo, Sri Lanka","Nawala Junction, Colombo, Sri Lanka","Nawala Rd, Colombo, Sri Lanka",6.8863084,79.887159
Kollupitiya Railway Station Area,2025-04-02,16:46,Minor Injury,Motorcycle Collision,Distracted Driving,2,Motorcycle; Three Wheeler,36-45,0,3,Low,"Kollupitiya Railway Station Area, Colombo, Sri Lanka","Kollupitiya Railway Station Area, Colombo, Sri Lanka","Kollupitiya Railway Station, Colombo, Sri Lanka",6.9112629,79.8481782
Wellawatte Junction,2022-03-27,07:59,Minor Injury,Side-impact Collision,Driver Negligence,1,Three Wheeler,36-45,0,3,Low,"Wellawatte Junction, Colombo, Sri Lanka","Wellawatte Junction, Colombo, Sri Lanka","Wellawatte, Colombo 00600, Sri Lanka",6.874092099999999,79.8604934
Panchikawatte,2025-01-09,01:47,Minor Injury,Side-impact Collision,Driver Negligence,1,Motorcycle,18-25,0,2,Low,"Panchikawatte, Colombo, Sri Lanka","Panchikawatte, Colombo, Sri Lanka","Panchikawatta, Colombo 01000, Sri Lanka",6.9309682,79.8639835
"No. 3 Justice Akbar Mawatha (Glennie Street), Colombo 02",2024-07-31,18:12,Minor Injury,Head-on Collision,Driver Negligence,1,Motorcycle,18-25,0,2,High,"No. 3 Justice Akbar Mawatha (Glennie Street), Colombo 02, Colombo, Sri Lanka","No. 3 Justice Akbar Mawatha (Glennie Street), Colombo 02, Colombo, Sri Lanka","no. 3, 3 Justice Akbar Mawatha, Colombo 00200, Sri Lanka",6.9238433,79.84867090000002
Main Street Pettah,2025-07-08,18:08,Fatal,Rear-end Collision,Overspeeding,2,Motorcycle; Car,26-35,1,4,High,"Main Street Pettah, Colombo, Sri Lanka","Main Street Pettah, Colombo, Sri Lanka","Main St, Colombo, Sri Lanka",6.9374659,79.8507335
Sir Chittampalam A Gardiner Mawatha Fort,2022-12-14,18:30,Serious Injury,Rear-end Collision,Distracted Driving,2,Three Wheeler; Motorcycle,56+,0,2,High,"Sir Chittampalam A Gardiner Mawatha Fort, Colombo, Sri Lanka","Sir Chittampalam A Gardiner Mawatha Fort, Colombo, Sri Lanka","Sir Chittampalam A Gardiner Mawath, Colombo, Sri Lanka",6.9298377,79.8477933
Galle Road Wellawatte,2024-12-20,06:40,Fatal,Side-impact Collision,Distracted Driving,3,Motorcycle; Three Wheeler; Bus,26-35,1,4,High,"Galle Road Wellawatte, Colombo, Sri Lanka","Galle Road Wellawatte, Colombo, Sri Lanka","Galle Rd, Colombo, Sri Lanka",6.8755051,79.861039
Kaduwela Junction,2024-04-16,09:09,Minor Injury,Pedestrian Collision,Driver Negligence,2,Motorcycle; Three Wheeler,36-45,0,2,Low,"Kaduwela Junction, Colombo, Sri Lanka","Kaduwela Junction, Colombo, Sri Lanka","WXPM+7MH, Kaduwela, Sri Lanka",6.9356887,79.9842292
Armour Street Junction,2022-08-24,12:43,Minor Injury,Motorcycle Collision,Driver Negligence,2,Motorcycle; Bicycle,56+,0,3,Moderate,"Armour Street Junction, Colombo, Sri Lanka","Armour Street Junction, Colombo, Sri Lanka","Armour St, Colombo, Sri Lanka",6.9424222,79.8637618
Hulftsdorp Junction,2025-03-23,23:21,Minor Injury,Rear-end Collision,Driver Negligence,3,Three Wheeler; Motorcycle; Van,18-25,0,2,Low,"Hulftsdorp Junction, Colombo, Sri Lanka","Hulftsdorp Junction, Colombo, Sri Lanka","Hultsdorf St, Colombo, Sri Lanka",6.9375553,79.8608161
Dematagoda Junction,2024-11-02,08:01,Minor Injury,Rear-end Collision,Mechanical Failure,1,Three Wheeler,46-55,0,3,Moderate,"Dematagoda Junction, Colombo, Sri Lanka","Dematagoda Junction, Colombo, Sri Lanka","Dematagoda Pl, Colombo, Sri Lanka",6.9293231,79.8764195
Kochchikade Junction,2024-03-16,05:50,Minor Injury,Head-on Collision,Distracted Driving,1,Three Wheeler,36-45,0,3,Low,"Kochchikade Junction, Colombo, Sri Lanka","Kochchikade Junction, Colombo, Sri Lanka","Colombo, Sri Lanka",6.9270786,79.861243
Kirulapone Avenue,2024-04-22,09:29,Minor Injury,Side-impact Collision,Reckless Driving,1,Three Wheeler,26-35,0,1,Moderate,"Kirulapone Avenue, Colombo, Sri Lanka","Kirulapone Avenue, Colombo, Sri Lanka","Kirulapone Ave, Colombo 00500, Sri Lanka",6.8809572,79.8748929
Messenger Street Pettah,2023-06-24,08:42,Minor Injury,Single Vehicle Crash,Driver Negligence,1,Motorcycle,26-35,0,2,Low,"Messenger Street Pettah, Colombo, Sri Lanka","Messenger Street Pettah, Colombo, Sri Lanka","M. J. M. Lafeer Mawatha, Colombo, Sri Lanka",6.9411356,79.8629811
"Junction of Cotta Road and Bauddhaloka Mawatha, Colombo 08",2023-07-02,09:15,Minor Injury,Motorcycle Collision,Driver Negligence,2,Motorcycle; Three Wheeler,36-45,0,3,Moderate,"Junction of Cotta Road and Bauddhaloka Mawatha, Colombo 08, Colombo, Sri Lanka","Junction of Cotta Road and Bauddhaloka Mawatha, Colombo 08, Colombo, Sri Lanka","18 Dr NM Perera Mawatha Rd, Colombo 00800, Sri Lanka",6.9139525,79.878481
Grandpass Junction,2024-09-19,13:45,Minor Injury,Side-impact Collision,Reckless Driving,3,Motorcycle; Car; Three Wheeler,36-45,0,1,Low,"Grandpass Junction, Colombo, Sri Lanka","Grandpass Junction, Colombo, Sri Lanka","Grandpass Rd, Colombo, Sri Lanka",6.9432514,79.8685531
Bauddhaloka Mawatha Havelock Town,2022-10-23,10:19,Minor Injury,Motorcycle Collision,Driver Fatigue,4,Motorcycle; Van; Bus; Three Wheeler,18-25,0,1,Moderate,"Bauddhaloka Mawatha Havelock Town, Colombo, Sri Lanka","Bauddhaloka Mawatha Havelock Town, Colombo, Sri Lanka","Bauddhaloka Mawatha, Colombo, Sri Lanka",6.897011,79.8598172
Kotahena Junction,2023-03-27,21:13,Minor Injury,Pedestrian Collision,Overspeeding,1,Motorcycle,26-35,0,1,Moderate,"Kotahena Junction, Colombo, Sri Lanka","Kotahena Junction, Colombo, Sri Lanka","Kotahena St, Colombo 01300, Sri Lanka",6.9494699,79.8626776
Maradana Railway Station Area,2025-05-19,08:01,Serious Injury,Side-impact Collision,Driver Fatigue,4,Three Wheeler; Motorcycle; Lorry; Bicycle,26-35,0,3,High,"Maradana Railway Station Area, Colombo, Sri Lanka","Maradana Railway Station Area, Colombo, Sri Lanka","Maradana Railway Station, Jayantha Weerasekara Mawatha, Colombo 01000, Sri Lanka",6.92946,79.86511000000002
Slave Island Junction,2024-11-11,19:50,Minor Injury,Pedestrian Collision,Pedestrian Negligence,2,Motorcycle; Three Wheeler,26-35,0,2,Moderate,"Slave Island Junction, Colombo, Sri Lanka","Slave Island Junction, Colombo, Sri Lanka","Kompannavidiya Flyover, Colombo, Sri Lanka",6.9266493,79.8483123
Wellampitiya Junction,2023-01-03,11:29,Fatal,Motorcycle Collision,Pedestrian Negligence,2,Motorcycle; Bicycle,18-25,1,5,Moderate,"Wellampitiya Junction, Colombo, Sri Lanka","Wellampitiya Junction, Colombo, Sri Lanka","Wellampitiya, Sri Lanka",6.942428199999999,79.9045771
Messenger Street Pettah,2025-09-07,14:56,Minor Injury,Head-on Collision,Driver Negligence,3,Three Wheeler; Motorcycle; Van,36-45,0,4,Moderate,"Messenger Street Pettah, Colombo, Sri Lanka","Messenger Street Pettah, Colombo, Sri Lanka","M. J. M. Lafeer Mawatha, Colombo, Sri Lanka",6.9411356,79.8629811
Pettah Market Area,2023-01-31,22:52,Minor Injury,Rear-end Collision,Overspeeding,2,Three Wheeler; Motorcycle,46-55,0,3,Low,"Pettah Market Area, Colombo, Sri Lanka","Pettah Market Area, Colombo, Sri Lanka","WVP3+VMM, Keyzer St, Colombo 01100, Sri Lanka",6.937201699999999,79.854187
Union Place,2024-11-26,16:25,Minor Injury,Side-impact Collision,Pedestrian Negligence,1,Motorcycle,26-35,0,2,High,"Union Place, Colombo, Sri Lanka","Union Place, Colombo, Sri Lanka","Union Place, Colombo, Sri Lanka",6.922958299999999,79.8523572
T B Jayah Mawatha Maradana,2025-09-18,07:31,Minor Injury,Single Vehicle Crash,Poor Visibility,1,Three Wheeler,18-25,0,3,Low,"T B Jayah Mawatha Maradana, Colombo, Sri Lanka","T B Jayah Mawatha Maradana, Colombo, Sri Lanka","T. B. Jayah Mawatha, Colombo, Sri Lanka",6.9235871,79.8619082
Sea Street Junction,2025-05-01,10:09,Serious Injury,Side-impact Collision,Unsafe Lane Change,3,Motorcycle; Lorry; Three Wheeler,26-35,0,3,Moderate,"Sea Street Junction, Colombo, Sri Lanka","Sea Street Junction, Colombo, Sri Lanka","Sea St, Colombo 01300, Sri Lanka",6.9418464,79.8542501
Galle Road Mount Lavinia,2025-10-23,10:08,Minor Injury,Pedestrian Collision,Distracted Driving,1,Motorcycle,56+,0,1,Moderate,"Galle Road Mount Lavinia, Colombo, Sri Lanka","Galle Road Mount Lavinia, Colombo, Sri Lanka","Galle Rd, Dehiwala-Mount Lavinia, Sri Lanka",6.8619957,79.8639238
Union Place Borella,2023-12-26,08:12,Minor Injury,Rear-end Collision,Poor Visibility,3,Motorcycle; Van; Three Wheeler,36-45,0,1,Low,"Union Place Borella, Colombo, Sri Lanka","Union Place Borella, Colombo, Sri Lanka","Colombo 08, Colombo, Sri Lanka",6.9147836,79.8775951
Kochchikade Junction,2025-12-07,19:16,Serious Injury,Pedestrian Collision,Reckless Driving,1,Car,18-25,0,5,Moderate,"Kochchikade Junction, Colombo, Sri Lanka","Kochchikade Junction, Colombo, Sri Lanka","Colombo, Sri Lanka",6.9270786,79.861243
D R Wijewardena Mawatha Fort,2025-07-20,18:43,Fatal,Multi-vehicle Collision,Overspeeding,3,Three Wheeler; Car; Lorry,56+,1,3,High,"D R Wijewardena Mawatha Fort, Colombo, Sri Lanka","D R Wijewardena Mawatha Fort, Colombo, Sri Lanka","McCallum Rd, Colombo, Sri Lanka",6.9324236,79.8505139
Dematagoda Junction,2025-03-08,20:33,Minor Injury,Multi-vehicle Collision,Distracted Driving,4,Motorcycle; Three Wheeler; Car; Van,18-25,0,2,High,"Dematagoda Junction, Colombo, Sri Lanka","Dematagoda Junction, Colombo, Sri Lanka","Dematagoda Pl, Colombo, Sri Lanka",6.9293231,79.8764195
Modara Junction,2023-03-20,08:28,Minor Injury,Side-impact Collision,Reckless Driving,1,Car,26-35,0,2,High,"Modara Junction, Colombo, Sri Lanka","Modara Junction, Colombo, Sri Lanka","Modara, Colombo, Sri Lanka",6.9669247,79.8711533
Duplication Road Bambalapitiya,2022-05-05,17:52,Minor Injury,Motorcycle Collision,Failure to Yield,2,Motorcycle; Three Wheeler,18-25,0,3,Low,"Duplication Road Bambalapitiya, Colombo, Sri Lanka","Duplication Road Bambalapitiya, Colombo, Sri Lanka","450 E R. A. De Mel Mawatha, Colombo 00200, Sri Lanka",6.9024028,79.8545389
Wellawatte Junction,2025-10-29,07:09,Minor Injury,Multi-vehicle Collision,Distracted Driving,3,Bus; Lorry; Motorcycle,26-35,0,2,Low,"Wellawatte Junction, Colombo, Sri Lanka","Wellawatte Junction, Colombo, Sri Lanka","Wellawatte, Colombo 00600, Sri Lanka",6.874092099999999,79.8604934
Union Place Slave Island,2024-04-25,07:15,Serious Injury,Multi-vehicle Collision,Distracted Driving,3,Motorcycle; Car; Lorry,18-25,0,6,High,"Union Place Slave Island, Colombo, Sri Lanka","Union Place Slave Island, Colombo, Sri Lanka","Union Pl, Colombo, Sri Lanka",6.9203664,79.8578057
Ingurukade Junction,2023-10-07,18:50,Minor Injury,Single Vehicle Crash,Unsafe Lane Change,1,Car,46-55,0,3,Low,"Ingurukade Junction, Colombo, Sri Lanka","Ingurukade Junction, Colombo, Sri Lanka","Inguru Kade Junction Bus Stop, Colombo, Sri Lanka",6.9503796,79.8735945
Galle Road Wellawatte,2025-02-20,09:01,Minor Injury,Motorcycle Collision,Unsafe Lane Change,4,Motorcycle; Bus; Van; Car,18-25,0,1,Moderate,"Galle Road Wellawatte, Colombo, Sri Lanka","Galle Road Wellawatte, Colombo, Sri Lanka","Galle Rd, Colombo, Sri Lanka",6.8755051,79.861039
Galle Road Wellawatte,2025-06-30,07:37,Serious Injury,Rear-end Collision,Pedestrian Negligence,2,Motorcycle; Three Wheeler,36-45,0,4,High,"Galle Road Wellawatte, Colombo, Sri Lanka","Galle Road Wellawatte, Colombo, Sri Lanka","Galle Rd, Colombo, Sri Lanka",6.8755051,79.861039
Union Place Borella,2025-11-09,22:10,Serious Injury,Head-on Collision,Driver Negligence,1,Three Wheeler,36-45,0,5,High,"Union Place Borella, Colombo, Sri Lanka","Union Place Borella, Colombo, Sri Lanka","Colombo 08, Colombo, Sri Lanka",6.9147836,79.8775951
Hulftsdorp Junction,2025-05-22,08:25,Serious Injury,Head-on Collision,Failure to Yield,3,Three Wheeler; Motorcycle; Van,36-45,0,3,High,"Hulftsdorp Junction, Colombo, Sri Lanka","Hulftsdorp Junction, Colombo, Sri Lanka","Hultsdorf St, Colombo, Sri Lanka",6.9375553,79.8608161
Bauddhaloka Mawatha Cinnamon Gardens,2024-04-15,09:23,Minor Injury,Motorcycle Collision,Overspeeding,2,Motorcycle; Car,46-55,0,1,Low,"Bauddhaloka Mawatha Cinnamon Gardens, Colombo, Sri Lanka","Bauddhaloka Mawatha Cinnamon Gardens, Colombo, Sri Lanka","Bauddhaloka Mawatha, Colombo 00700, Sri Lanka",6.901932,79.8694402
"Junction of D R Wijewardena Mawatha and Norris Canal Road, Colombo 10",2024-07-19,01:53,Serious Injury,Pedestrian Collision,Unsafe Lane Change,2,Motorcycle; Car,36-45,0,6,High,"Junction of D R Wijewardena Mawatha and Norris Canal Road, Colombo 10, Colombo, Sri Lanka","Junction of D R Wijewardena Mawatha and Norris Canal Road, Colombo 10, Colombo, Sri Lanka","Norris Canal Rd, Colombo 01000, Sri Lanka",6.9210399,79.8659874
High Level Road Kirulapone,2025-02-27,03:54,Minor Injury,Single Vehicle Crash,Driver Negligence,1,Lorry,18-25,0,1,Low,"High Level Road Kirulapone, Colombo, Sri Lanka","High Level Road Kirulapone, Colombo, Sri Lanka","High Level Rd, Colombo, Sri Lanka",6.8775584,79.8793098
Fort Railway Station Area,2025-03-18,19:23,Serious Injury,Side-impact Collision,Unsafe Lane Change,2,Motorcycle; Car,18-25,0,2,High,"Fort Railway Station Area, Colombo, Sri Lanka","Fort Railway Station Area, Colombo, Sri Lanka","Fort Railway station, Colombo, Sri Lanka",6.9337011,79.85003019999999
Madampitiya Road,2024-05-30,16:59,Minor Injury,Rear-end Collision,Driver Negligence,4,Car; Motorcycle; Bicycle; Three Wheeler,26-35,0,1,Low,"Madampitiya Road, Colombo, Sri Lanka","Madampitiya Road, Colombo, Sri Lanka","Madampitiya Rd, Colombo, Sri Lanka",6.9624445,79.8714976
Marine Drive Kollupitiya,2024-01-17,15:02,Serious Injury,Pedestrian Collision,Distracted Driving,2,Motorcycle; Three Wheeler,56+,0,3,Moderate,"Marine Drive Kollupitiya, Colombo, Sri Lanka","Marine Drive Kollupitiya, Colombo, Sri Lanka","Marine Drive, Colombo, Sri Lanka",6.9061405,79.8497258
Hulftsdorp Junction,2024-02-12,17:14,Serious Injury,Pedestrian Collision,Pedestrian Negligence,2,Motorcycle; Three Wheeler,18-25,0,3,High,"Hulftsdorp Junction, Colombo, Sri Lanka","Hulftsdorp Junction, Colombo, Sri Lanka","Hultsdorf St, Colombo, Sri Lanka",6.9375553,79.8608161
Borella Junction,2022-03-09,00:12,Minor Injury,Side-impact Collision,Driver Negligence,1,Bicycle,36-45,0,2,Low,"Borella Junction, Colombo, Sri Lanka","Borella Junction, Colombo, Sri Lanka","18 Dr NM Perera Mawatha Rd, Colombo 00800, Sri Lanka",6.9139525,79.878481
Kirulapone Junction,2024-08-21,11:24,Serious Injury,Rear-end Collision,Overspeeding,3,Van; Three Wheeler; Bicycle,56+,0,4,High,"Kirulapone Junction, Colombo, Sri Lanka","Kirulapone Junction, Colombo, Sri Lanka","VVHG+8HG, High Level Rd, Colombo 00500, Sri Lanka",6.8783033,79.8764475
Modara Junction,2024-11-17,16:46,Fatal,Head-on Collision,Distracted Driving,2,Three Wheeler; Motorcycle,36-45,2,4,High,"Modara Junction, Colombo, Sri Lanka","Modara Junction, Colombo, Sri Lanka","Modara, Colombo, Sri Lanka",6.9669247,79.8711533
Lotus Road Colombo 01,2022-10-19,11:09,Minor Injury,Side-impact Collision,Reckless Driving,2,Three Wheeler; Bicycle,18-25,0,2,Low,"Lotus Road Colombo 01, Colombo, Sri Lanka","Lotus Road Colombo 01, Colombo, Sri Lanka","Lotus Rd, Colombo, Sri Lanka",6.932894,79.8461394
Fort Railway Station Area,2023-09-02,08:19,Fatal,Multi-vehicle Collision,Reckless Driving,4,Three Wheeler; Car; Motorcycle; Van,36-45,1,3,High,"Fort Railway Station Area, Colombo, Sri Lanka","Fort Railway Station Area, Colombo, Sri Lanka","Fort Railway station, Colombo, Sri Lanka",6.9337011,79.85003019999999
Union Place Borella,2023-01-12,17:02,Serious Injury,Side-impact Collision,Distracted Driving,2,Three Wheeler; Bus,36-45,0,2,Moderate,"Union Place Borella, Colombo, Sri Lanka","Union Place Borella, Colombo, Sri Lanka","Colombo 08, Colombo, Sri Lanka",6.9147836,79.8775951
Second Cross Street Pettah,2023-11-04,13:11,Serious Injury,Multi-vehicle Collision,Unsafe Lane Change,4,Bicycle; Van; Car; Three Wheeler,36-45,0,4,Moderate,"Second Cross Street Pettah, Colombo, Sri Lanka","Second Cross Street Pettah, Colombo, Sri Lanka","2nd Cross Street, Colombo, Sri Lanka",6.9372138,79.8519567
Baseline Road Borella,2025-10-20,23:12,Minor Injury,Rear-end Collision,Distracted Driving,1,Motorcycle,36-45,0,1,Moderate,"Baseline Road Borella, Colombo, Sri Lanka","Baseline Road Borella, Colombo, Sri Lanka","Baseline Rd, Colombo, Sri Lanka",6.919902,79.8776917
Town Hall Area,2022-11-08,17:38,Minor Injury,Pedestrian Collision,Driver Negligence,1,Motorcycle,46-55,0,2,Low,"Town Hall Area, Colombo, Sri Lanka","Town Hall Area, Colombo, Sri Lanka","Town Hall, Colombo 01000, Sri Lanka",6.9158502,79.8637861
Madampitiya Road,2025-05-17,15:21,Minor Injury,Head-on Collision,Unsafe Lane Change,1,Van,46-55,0,3,Moderate,"Madampitiya Road, Colombo, Sri Lanka","Madampitiya Road, Colombo, Sri Lanka","Madampitiya Rd, Colombo, Sri Lanka",6.9624445,79.8714976
